name,record,record_len,accel-system.cpu.numCycles,accel-simInsts,accel-simOps,accel-zeroCount,accel-sameAdd,accel-switchingAdd,accel-sameDiv,accel-switchingDiv,naive-system.cpu.numCycles,naive-simInsts,naive-simOps,naive-zeroCount,naive-sameAdd,naive-switchingAdd,naive-sameDiv,naive-switchingDiv,exit_code
cifar100_vitb,59,100,2079,30,30,12,11,241,4,96,495342,6410,6410,0,0,0,0,0,0x00000064
cifar10_vitb,0,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,1,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,2,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,3,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,4,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,5,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,42,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,43,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,44,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,45,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,46,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,47,10,1934,30,30,2,43,20,2,8,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,24,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,25,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,26,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,27,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,28,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,29,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,78,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,79,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,80,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,81,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,82,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,83,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,6,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,7,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,8,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,9,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,10,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,11,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,96,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,97,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,98,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,99,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,60,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,61,10,1934,30,30,3,45,18,3,7,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,62,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,63,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,64,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,65,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,48,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,49,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,50,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,51,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,52,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,53,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,54,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,55,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,56,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,57,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,58,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,59,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,72,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,73,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,74,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,75,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,76,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,77,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,36,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,37,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,38,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,39,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,40,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,41,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,90,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,91,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,92,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,93,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,94,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,95,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,30,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,31,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,32,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,33,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,34,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,35,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,66,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,67,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,68,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,69,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,70,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,71,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,18,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,19,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,20,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,21,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,22,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,23,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,84,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,85,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,86,10,1934,30,30,1,42,21,1,9,55231,650,650,0,0,0,0,0,0x0000000a
cifar10_vitb,87,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,88,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,89,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,12,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,13,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,14,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,15,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,16,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
cifar10_vitb,17,10,1934,30,30,0,41,22,0,10,55231,650,650,0,0,0,0,0,0x00000000
wt103_gpt2,36,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,37,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,38,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc40ec451
wt103_gpt2,39,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc446c451
wt103_gpt2,40,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc447c451
wt103_gpt2,41,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,18,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc44dc451
wt103_gpt2,19,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,20,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,21,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,22,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,23,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,24,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,25,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,26,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,27,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,28,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,29,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc44cc451
wt103_gpt2,12,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,13,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc443c451
wt103_gpt2,14,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,15,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,16,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,17,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,66,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,67,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,68,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,69,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,70,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc415c451
wt103_gpt2,71,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,78,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,79,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,80,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,81,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,82,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,83,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,90,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc41dc451
wt103_gpt2,91,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,92,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,93,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,94,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,95,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,84,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,85,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,86,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,87,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc424c451
wt103_gpt2,88,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,89,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,0,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,1,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,2,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,3,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,4,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc445c451
wt103_gpt2,5,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,54,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc410c451
wt103_gpt2,55,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,56,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,57,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,58,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc42bc451
wt103_gpt2,59,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc446c451
wt103_gpt2,6,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,7,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,8,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,9,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,10,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc44fc451
wt103_gpt2,11,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,96,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,97,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,98,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,99,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,48,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,49,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,50,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,51,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0x0d1dc451
wt103_gpt2,52,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc400c451
wt103_gpt2,53,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,30,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc44fc451
wt103_gpt2,31,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,32,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,33,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,34,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,35,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc417c451
wt103_gpt2,60,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,61,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,62,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,63,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,64,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc450c451
wt103_gpt2,65,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,72,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc44ec451
wt103_gpt2,73,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,74,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,75,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,76,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc44bc451
wt103_gpt2,77,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc43ec451
wt103_gpt2,42,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,43,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,44,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,45,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,46,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451
wt103_gpt2,47,50257,64687,694,694,50257,98973,0,50257,0,249862187,3216457,3216457,0,0,0,0,0,0xc451c451